k_level3,k_level4,replications,avg_waiting_time,p95_waiting_time,avg_time_in_system,level3_avg_wait,level4_avg_wait,level3_service_level,level4_service_level,doctor_utilization,nurse_utilization,avg_waiting_time_sd
16.0,15.0,10,100.556,127.169,1895.208,20.0871,124.0108,0.9256,0.6186,0.9794,0.6293,10.1775
14.0,25.0,10,100.585,116.59,1896.292,22.0301,114.5508,0.8952,0.7245,0.9799,0.6296,10.1123
12.0,35.0,10,100.72,107.811,1900.222,24.021,105.5328,0.8484,0.7856,0.9798,0.6294,10.093
10.0,45.0,10,100.856,98.589,1904.282,26.0366,96.4189,0.7918,0.8247,0.9795,0.6292,9.9741
8.0,55.0,10,100.864,89.192,1902.737,27.9818,87.0316,0.7143,0.8587,0.9795,0.6293,9.9049
4.0,75.0,10,100.884,70.023,1905.136,31.9802,67.1256,0.4687,0.9168,0.9797,0.6293,10.1082
6.0,65.0,10,101.006,78.653,1894.437,30.1162,77.6614,0.5976,0.8855,0.9798,0.6296,10.0757
2.0,85.0,10,101.007,62.134,1904.798,34.0348,57.8339,0.2762,0.9289,0.9797,0.6294,10.019
0.0,95.0,10,101.076,59.01,1906.109,36.0604,48.1726,0.0281,0.9428,0.9793,0.6291,10.0174
18.0,0.0,10,101.232,140.791,1902.855,18.2403,137.8638,0.9444,0.0299,0.9797,0.6292,10.0708
16.0,10.0,10,101.272,132.006,1895.029,20.3161,128.4468,0.9166,0.5355,0.9798,0.6296,10.1155
14.0,20.0,10,101.284,122.523,1898.553,22.1075,119.6041,0.8964,0.6774,0.98,0.6295,10.1051
12.0,30.0,10,101.396,112.297,1903.129,24.098,110.0987,0.8468,0.7612,0.9797,0.6292,9.9971
10.0,40.0,10,101.495,104.318,1900.101,26.1393,101.0702,0.7818,0.8025,0.9793,0.6294,10.0359
4.0,70.0,10,101.559,74.003,1904.423,32.0677,71.9087,0.4645,0.9043,0.9797,0.6294,10.189
8.0,50.0,10,101.562,93.461,1903.247,27.9861,92.0836,0.7135,0.8397,0.9801,0.6294,9.982
2.0,80.0,10,101.601,66.661,1900.11,33.9583,62.7962,0.284,0.9199,0.9798,0.6295,10.1298
6.0,60.0,10,101.604,83.62,1896.245,30.143,82.0953,0.5995,0.8778,0.9796,0.6294,10.0922
0.0,90.0,10,101.671,61.397,1903.022,35.9963,53.0656,0.0286,0.9381,0.9795,0.6293,10.0422
16.0,5.0,10,101.836,135.809,1896.389,20.1833,133.2266,0.9183,0.3856,0.9796,0.6292,10.0501
14.0,15.0,10,101.852,127.325,1890.609,22.1838,123.9237,0.8866,0.6213,0.9795,0.6294,10.1346
12.0,25.0,10,101.931,117.442,1889.564,24.1194,114.7965,0.8464,0.7224,0.9796,0.6295,10.0667
10.0,35.0,10,102.01,107.614,1897.456,26.0627,105.5174,0.7893,0.7846,0.9799,0.6295,10.1315
8.0,45.0,10,102.194,99.87,1893.492,28.0991,96.9813,0.7028,0.8209,0.98,0.6297,9.9722
2.0,75.0,10,102.201,71.054,1895.005,33.9662,67.6852,0.2786,0.9099,0.9799,0.6296,10.0885
0.0,85.0,10,102.237,63.558,1901.176,36.0353,57.38,0.0291,0.9319,0.9798,0.6295,10.0762
4.0,65.0,10,102.296,79.443,1904.118,31.961,77.7959,0.4698,0.885,0.9797,0.6293,10.0806
6.0,55.0,10,102.296,88.97,1901.061,30.0282,87.6687,0.6071,0.853,0.9796,0.6293,9.9329
16.0,0.0,10,102.423,141.666,1893.166,20.2069,138.0727,0.9204,0.0296,0.9796,0.6295,10.0885
12.0,20.0,10,102.515,123.151,1890.937,24.0762,119.3567,0.8483,0.6757,0.9798,0.6294,10.1798
14.0,10.0,10,102.589,132.548,1901.457,22.186,128.9138,0.8866,0.535,0.9793,0.6291,10.1439
10.0,30.0,10,102.695,114.064,1892.777,26.1158,110.5919,0.7867,0.7479,0.9794,0.6295,10.0993
8.0,40.0,10,102.706,103.462,1896.251,27.8951,101.5023,0.7174,0.8036,0.9795,0.6293,10.1255
6.0,50.0,10,102.869,93.912,1899.304,29.9941,92.4856,0.6044,0.8384,0.9798,0.6295,9.9324
0.0,80.0,10,102.937,67.734,1894.146,36.0997,62.4915,0.0297,0.9238,0.9798,0.6295,10.1655
4.0,60.0,10,102.992,83.759,1908.134,32.0087,82.526,0.4637,0.8764,0.9795,0.6289,10.0618
2.0,70.0,10,103.013,75.21,1902.055,34.023,72.7667,0.2769,0.9006,0.9796,0.6292,10.1
12.0,15.0,10,103.127,127.15,1895.578,24.0362,124.0242,0.8483,0.6214,0.98,0.6295,9.9811
14.0,5.0,10,103.216,136.84,1900.424,22.1758,133.8146,0.8875,0.3847,0.9796,0.6292,10.1395
10.0,25.0,10,103.301,118.15,1897.221,26.059,115.1986,0.7849,0.7212,0.9798,0.6294,10.0979
8.0,35.0,10,103.382,108.056,1899.818,28.0252,105.6598,0.7103,0.7895,0.9797,0.6292,10.0298
6.0,45.0,10,103.495,99.841,1905.514,29.8931,97.3431,0.613,0.8171,0.9796,0.6293,10.0734
0.0,75.0,10,103.54,72.237,1895.574,35.9315,67.9079,0.0305,0.9104,0.9796,0.6293,10.0948
2.0,65.0,10,103.559,80.001,1899.388,33.9231,77.9076,0.2827,0.883,0.9795,0.6292,10.1074
4.0,55.0,10,103.644,90.216,1900.323,32.0552,87.7107,0.4687,0.8534,0.9795,0.6291,10.2214
14.0,0.0,10,103.763,141.305,1895.617,22.0572,138.8013,0.8941,0.0296,0.9798,0.6295,10.0962
12.0,10.0,10,103.794,132.58,1893.485,24.1005,128.9286,0.846,0.5368,0.9794,0.6295,9.9858
8.0,30.0,10,103.912,112.942,1893.658,27.994,110.7287,0.7058,0.7545,0.9797,0.6295,10.0819
10.0,20.0,10,103.93,123.305,1895.046,26.1245,119.8284,0.7832,0.6716,0.9797,0.6293,10.0594
6.0,40.0,10,104.051,105.487,1894.263,29.9024,101.8622,0.6096,0.7935,0.9795,0.6293,9.9598
0.0,70.0,10,104.075,75.013,1897.751,35.8362,72.4507,0.0302,0.9033,0.9799,0.6294,10.2315
2.0,60.0,10,104.205,84.001,1900.936,33.963,82.8026,0.2808,0.8716,0.9798,0.6295,10.1465
4.0,50.0,10,104.206,93.383,1900.586,32.0159,92.2524,0.4593,0.8429,0.9797,0.6292,10.1047
12.0,5.0,10,104.399,137.117,1888.317,24.0967,133.6667,0.8428,0.3708,0.9797,0.6295,10.0643
10.0,15.0,10,104.401,127.614,1888.694,26.0682,124.0828,0.7876,0.6212,0.9799,0.6296,10.1061
8.0,25.0,10,104.493,118.389,1891.121,27.8718,115.5535,0.7154,0.7136,0.9797,0.6293,10.1644
6.0,35.0,10,104.587,109.833,1891.443,29.8901,106.1265,0.6123,0.7744,0.9796,0.6295,10.2363
4.0,45.0,10,104.73,99.854,1887.926,31.8836,97.6475,0.4678,0.8117,0.9798,0.6296,10.0556
0.0,65.0,10,104.78,79.611,1895.685,35.9078,77.5288,0.0305,0.8865,0.9798,0.6294,10.1151
2.0,55.0,10,104.808,88.741,1888.293,34.0522,87.2647,0.2808,0.8637,0.9797,0.6296,10.1481
12.0,0.0,10,104.985,141.467,1888.409,24.0295,138.491,0.847,0.0314,0.9796,0.6293,10.1154
10.0,10.0,10,105.045,132.416,1885.299,26.0831,128.9659,0.7852,0.537,0.9796,0.6294,10.1091
8.0,20.0,10,105.205,122.453,1894.414,28.0216,119.8675,0.7072,0.6761,0.9799,0.6293,10.0204
6.0,30.0,10,105.216,113.163,1886.84,29.9993,110.5829,0.6106,0.7528,0.9798,0.6297,10.1067
4.0,40.0,10,105.332,104.47,1887.688,31.9832,101.7811,0.4619,0.8049,0.9801,0.6297,10.0438
2.0,50.0,10,105.411,93.869,1891.617,33.948,92.2655,0.2806,0.8409,0.9797,0.6294,10.0533
0.0,60.0,10,105.439,84.148,1887.334,35.9779,82.5589,0.031,0.8768,0.9799,0.6295,10.2397
10.0,5.0,10,105.622,137.514,1881.622,26.0259,133.8056,0.7899,0.3691,0.9798,0.6296,10.105
8.0,15.0,10,105.675,127.327,1890.523,27.9288,124.2272,0.7129,0.6238,0.9796,0.6292,10.2247
6.0,25.0,10,105.847,117.877,1884.651,30.0023,115.6205,0.6047,0.719,0.98,0.6296,10.0936
2.0,45.0,10,105.94,100.068,1888.69,33.8375,97.2221,0.2802,0.8235,0.9803,0.6298,10.0318
4.0,35.0,10,105.989,110.096,1887.398,31.9037,106.9941,0.4643,0.7772,0.9797,0.6295,10.1002
0.0,55.0,10,106.059,88.99,1889.747,35.898,87.624,0.0306,0.8593,0.9796,0.6294,10.1749
10.0,0.0,10,106.37,142.487,1890.878,26.0404,138.9181,0.7874,0.03,0.98,0.6293,10.0715
8.0,10.0,10,106.383,132.296,1890.88,27.9933,129.2559,0.7075,0.5388,0.98,0.6294,10.0568
6.0,20.0,10,106.517,123.241,1889.906,29.9386,120.5752,0.6075,0.6777,0.9797,0.6293,10.1342
4.0,30.0,10,106.561,114.312,1887.565,31.9137,111.2997,0.4686,0.7465,0.9796,0.6294,10.0252
0.0,50.0,10,106.627,94.316,1892.275,35.8112,92.7022,0.0311,0.8385,0.9798,0.6296,9.953
2.0,40.0,10,106.721,105.926,1889.678,33.8494,102.6264,0.2868,0.7947,0.9796,0.6293,10.073
6.0,15.0,10,106.953,126.564,1888.425,29.9109,124.4499,0.6112,0.6299,0.9801,0.6297,10.0287
8.0,5.0,10,106.987,136.878,1887.4,28.0967,133.5046,0.707,0.3901,0.9795,0.6293,10.0906
4.0,25.0,10,107.146,118.856,1882.84,31.9498,115.796,0.4654,0.71,0.9799,0.6296,10.0702
2.0,35.0,10,107.192,109.341,1881.691,33.8709,106.5192,0.2745,0.7808,0.9798,0.6297,10.1995
0.0,45.0,10,107.406,100.282,1889.092,35.8272,97.9936,0.0312,0.8181,0.9797,0.6293,10.0834
8.0,0.0,10,107.54,141.74,1878.094,27.9802,138.7491,0.7121,0.0299,0.9797,0.6296,10.0793
6.0,10.0,10,107.585,132.63,1882.035,29.9702,129.211,0.6085,0.5375,0.9799,0.6297,10.1274
4.0,20.0,10,107.726,122.984,1879.69,31.9661,120.2521,0.4622,0.6762,0.9798,0.6296,10.0808
2.0,30.0,10,107.897,114.69,1890.556,33.7639,111.8435,0.2852,0.7414,0.9797,0.6293,10.1489
0.0,40.0,10,107.935,106.509,1885.472,35.7481,102.8071,0.0313,0.7951,0.9797,0.6295,10.1698
6.0,5.0,10,108.2,137.246,1876.605,29.9209,134.1587,0.6134,0.387,0.9793,0.6294,10.2605
4.0,15.0,10,108.361,127.396,1883.832,31.934,124.8715,0.4706,0.6177,0.9797,0.6295,10.0545
2.0,25.0,10,108.465,119.161,1887.216,33.9035,116.0551,0.2796,0.7128,0.9801,0.6295,10.0512
0.0,35.0,10,108.599,110.162,1885.785,35.8595,107.1185,0.0319,0.7727,0.9799,0.6295,10.2585
6.0,0.0,10,108.895,142.518,1881.813,29.9498,138.9435,0.6051,0.0296,0.9799,0.6294,9.9827
4.0,10.0,10,109.096,132.52,1885.344,32.037,129.7102,0.4584,0.5362,0.9796,0.6293,10.3535
2.0,20.0,10,109.167,123.661,1890.696,33.9447,120.7315,0.2739,0.6716,0.9797,0.6293,10.1692
0.0,30.0,10,109.187,115.107,1887.19,35.7435,112.0459,0.0312,0.7425,0.9796,0.6292,10.199
4.0,5.0,10,109.615,137.52,1882.277,31.9997,134.3529,0.4617,0.3777,0.9798,0.6294,10.1153
2.0,15.0,10,109.662,128.23,1884.244,33.9292,125.0106,0.2863,0.6243,0.98,0.6295,10.1859
0.0,25.0,10,109.689,118.818,1878.89,35.7866,116.366,0.0314,0.7139,0.9797,0.6296,10.1277
4.0,0.0,10,110.253,143.297,1878.929,31.9692,139.3929,0.4738,0.0303,0.9797,0.6295,10.2544
2.0,10.0,10,110.257,132.738,1878.749,33.865,129.8829,0.2848,0.54,0.9794,0.6295,10.218
0.0,20.0,10,110.426,124.238,1881.165,35.8244,121.4515,0.0312,0.6695,0.9802,0.6297,10.1318
2.0,5.0,10,110.902,137.588,1877.5,33.9825,134.2756,0.2832,0.3925,0.9796,0.6295,10.2159
0.0,15.0,10,111.014,129.449,1881.465,35.8426,125.8852,0.0314,0.619,0.9801,0.6296,10.1056
0.0,10.0,10,111.556,132.895,1871.712,35.9648,129.8762,0.0314,0.5328,0.9801,0.6298,10.3609
2.0,0.0,10,111.583,143.083,1877.623,33.9366,139.5486,0.2797,0.0307,0.9795,0.6292,10.2929
0.0,5.0,10,112.19,137.526,1872.442,35.9779,134.41,0.0315,0.394,0.9799,0.6296,10.2901
0.0,0.0,10,112.862,143.281,1880.923,35.8829,139.8339,0.0315,0.0313,0.9799,0.6294,10.249
