scenario_name,k_level3,k_level4,replications,avg_waiting_time,p95_waiting_time,avg_time_in_system,level3_avg_wait,level4_avg_wait,level3_service_level,level4_service_level,doctor_utilization,nurse_utilization,avg_waiting_time_sd
add_1_day_general_doctor,18.0,80.0,3,62.3067,49.8367,690.1633,16.6157,49.7125,0.9775,0.9895,0.9735,0.6798,20.0285
add_1_day_general_doctor,28.0,40.0,3,62.38,89.2233,685.98,11.454,87.3167,0.9931,0.9324,0.9732,0.6796,23.8465
add_1_day_general_doctor,30.0,40.0,3,62.38,89.2233,685.98,11.454,87.3167,0.9931,0.9324,0.9732,0.6796,23.8465
add_1_day_general_doctor,16.0,70.0,3,62.49,59.7367,676.4133,18.4979,59.6952,0.9617,0.9766,0.974,0.6804,22.1612
add_1_day_general_doctor,16.0,80.0,3,62.5133,50.97,685.84,18.5489,50.2614,0.963,0.9883,0.974,0.6799,20.1811
add_1_day_general_doctor,24.0,30.0,3,62.54,99.79,678.3267,11.7233,97.4592,0.991,0.8811,0.9737,0.6799,22.3617
add_1_day_general_doctor,20.0,70.0,3,62.5433,59.17,691.0433,14.7092,59.0822,0.9837,0.986,0.9741,0.6797,21.2806
add_1_day_general_doctor,14.0,90.0,3,62.6033,43.4,687.72,20.4632,40.7474,0.9478,0.993,0.9738,0.6799,21.6733
add_1_day_general_doctor,28.0,50.0,3,62.74,79.8667,687.6,11.4728,78.8578,0.9924,0.9476,0.9737,0.6799,23.4689
add_1_day_general_doctor,30.0,50.0,3,62.74,79.8667,687.6,11.4728,78.8578,0.9924,0.9476,0.9737,0.6799,23.4689
add_1_day_general_doctor,20.0,50.0,3,62.8467,80.51,682.6867,14.7631,79.2758,0.9841,0.9429,0.9735,0.6801,23.2025
add_1_day_general_doctor,18.0,70.0,3,62.9067,59.38,687.3067,16.6821,59.006,0.9742,0.9813,0.9735,0.6797,21.1719
add_1_day_general_doctor,12.0,90.0,3,63.0033,43.2633,680.5967,22.3884,40.8002,0.9158,0.9871,0.9738,0.6801,21.4548
add_1_day_general_doctor,26.0,50.0,3,63.21,79.81,689.1433,11.4807,78.7602,0.9929,0.9475,0.9735,0.6793,22.7293
add_1_day_general_doctor,8.0,110.0,3,63.2633,38.4433,683.37,26.3892,21.2238,0.8078,0.9941,0.9736,0.6802,21.274
add_1_day_general_doctor,18.0,60.0,3,63.2867,69.46,674.8533,16.7209,68.9799,0.9742,0.9684,0.9737,0.6801,21.7364
add_1_day_general_doctor,22.0,40.0,3,63.43,89.6667,685.59,12.9069,87.9423,0.9892,0.9312,0.974,0.6796,23.9754
add_1_day_general_doctor,8.0,120.0,3,63.56,38.0,675.98,26.286,18.8281,0.8118,0.9941,0.9738,0.6804,20.2516
add_1_day_general_doctor,26.0,40.0,3,63.88,90.6433,692.86,11.4654,88.5156,0.9908,0.9277,0.9736,0.6795,21.6347
add_1_day_general_doctor,12.0,80.0,3,63.9067,50.4567,677.0267,22.3447,50.3846,0.9183,0.9825,0.9741,0.6803,22.0994
add_1_day_general_doctor,24.0,20.0,3,63.9433,110.4,672.7333,11.7873,105.8009,0.9876,0.8333,0.9739,0.6801,22.065
add_1_day_general_doctor,6.0,110.0,3,64.0933,40.1233,686.5567,28.1876,21.8878,0.7185,0.9941,0.9741,0.6802,20.695
add_1_day_general_doctor,10.0,120.0,3,64.3233,36.76,681.4533,24.4704,18.318,0.867,0.9953,0.9737,0.6801,22.0417
add_1_day_general_doctor,14.0,80.0,3,64.3367,49.7233,681.19,20.4827,49.8337,0.9479,0.9848,0.9737,0.68,22.5153
add_1_day_general_doctor,12.0,100.0,3,64.3933,37.61,692.2967,22.3352,31.6086,0.9211,0.9895,0.9738,0.6796,20.7836
add_1_day_general_doctor,24.0,10.0,3,64.4867,119.4333,678.39,11.7751,115.3996,0.9869,0.7143,0.9742,0.68,23.231
add_1_day_general_doctor,16.0,30.0,3,64.6433,100.8467,671.69,18.4415,98.2607,0.9687,0.8729,0.9741,0.6801,23.085
add_1_day_general_doctor,20.0,40.0,3,64.7133,89.4233,680.6033,14.7064,88.1646,0.9831,0.9184,0.9736,0.6799,21.8699
add_1_day_general_doctor,28.0,20.0,3,64.7267,109.9367,682.2467,11.4359,106.174,0.9915,0.8449,0.9742,0.6798,22.1393
add_1_day_general_doctor,30.0,20.0,3,64.7267,109.9367,682.2467,11.4359,106.174,0.9915,0.8449,0.9742,0.6798,22.1393
add_1_day_general_doctor,16.0,60.0,3,64.7333,69.7867,683.4767,18.641,69.0415,0.9577,0.9626,0.9735,0.6794,22.2269
add_1_day_general_doctor,18.0,50.0,3,64.79,80.7133,680.3467,16.6154,78.9187,0.9761,0.944,0.9731,0.6795,22.0324
add_1_day_general_doctor,20.0,0.0,3,64.8733,128.54,674.9067,14.7302,123.3893,0.9821,0.0911,0.9736,0.6798,21.0968
add_1_day_general_doctor,14.0,70.0,3,64.92,59.5467,663.77,20.4094,59.9436,0.9462,0.9755,0.974,0.6804,20.2978
add_1_day_general_doctor,2.0,120.0,3,64.9667,43.4833,673.3133,32.1037,18.6006,0.361,0.9941,0.974,0.6801,20.346
add_1_day_general_doctor,26.0,20.0,3,64.9767,110.2133,687.6267,11.5447,106.8271,0.991,0.8309,0.9738,0.6795,21.8938
add_1_day_general_doctor,4.0,120.0,3,64.9933,41.5667,682.5733,30.2445,18.2998,0.5478,0.9953,0.9742,0.6805,22.1384
add_1_day_general_doctor,26.0,10.0,3,65.1167,118.93,674.7733,11.3815,115.0091,0.9915,0.7225,0.974,0.6799,21.4727
add_1_day_general_doctor,14.0,60.0,3,65.1833,69.1667,678.3067,20.3372,69.4615,0.9513,0.9581,0.9735,0.68,21.9329
add_1_day_general_doctor,6.0,100.0,3,65.21,42.47,673.42,28.1868,31.9856,0.7087,0.9871,0.9742,0.68,21.0956
add_1_day_general_doctor,26.0,30.0,3,65.2567,99.4167,689.6567,11.4559,97.1095,0.9908,0.8893,0.9736,0.679,22.988
add_1_day_general_doctor,22.0,20.0,3,65.3333,110.0467,683.3467,12.8688,106.6718,0.9875,0.8263,0.9742,0.6796,22.8548
add_1_day_general_doctor,14.0,30.0,3,65.34,100.85,668.7867,20.1662,97.9901,0.9557,0.8753,0.9734,0.6799,19.7621
add_1_day_general_doctor,28.0,30.0,3,65.3433,99.96,692.8267,11.5004,97.4911,0.9892,0.8916,0.9731,0.6789,23.0162
add_1_day_general_doctor,30.0,30.0,3,65.3433,99.96,692.8267,11.5004,97.4911,0.9892,0.8916,0.9731,0.6789,23.0162
add_1_day_general_doctor,18.0,30.0,3,65.3633,100.4933,666.3867,16.521,97.6514,0.9767,0.8822,0.9741,0.6803,21.689
add_1_day_general_doctor,8.0,100.0,3,65.5067,39.8433,683.9833,26.1277,31.2318,0.8226,0.9906,0.9743,0.6799,21.1137
add_1_day_general_doctor,10.0,100.0,3,65.67,38.7133,685.5833,24.2625,31.7301,0.8753,0.9906,0.9733,0.6797,22.6537
add_1_day_general_doctor,10.0,80.0,3,65.7167,50.6967,677.96,24.2084,49.9031,0.8796,0.9813,0.9741,0.6806,22.696
add_1_day_general_doctor,14.0,50.0,3,65.9733,80.32,672.59,20.303,79.1049,0.9491,0.9417,0.9742,0.6801,20.328
add_1_day_general_doctor,8.0,70.0,3,66.02,59.51,671.0467,26.1741,59.1763,0.8057,0.9732,0.9738,0.6803,21.5164
add_1_day_general_doctor,2.0,110.0,3,66.07,44.0,690.3833,32.2118,21.6779,0.3469,0.9953,0.974,0.6797,22.0753
add_1_day_general_doctor,16.0,50.0,3,66.1733,80.68,685.6267,18.4476,80.102,0.9677,0.9301,0.9737,0.6796,21.9101
add_1_day_general_doctor,18.0,20.0,3,66.2,109.62,672.4567,16.4896,105.7801,0.9786,0.8379,0.9737,0.68,21.975
add_1_day_general_doctor,28.0,10.0,3,66.2533,118.31,670.6933,11.4436,114.8198,0.9899,0.7388,0.9738,0.6801,23.2119
add_1_day_general_doctor,30.0,10.0,3,66.2533,118.31,670.6933,11.4436,114.8198,0.9899,0.7388,0.9738,0.6801,23.2119
add_1_day_general_doctor,18.0,40.0,3,66.6333,90.0167,676.21,16.5033,88.5815,0.9767,0.915,0.9735,0.6801,22.4677
add_1_day_general_doctor,20.0,30.0,3,66.6433,100.7,684.8167,14.6601,97.5496,0.9844,0.8857,0.9731,0.6796,24.4849
add_1_day_general_doctor,10.0,90.0,3,66.72,44.2267,682.6433,24.3102,41.1947,0.8765,0.9871,0.9742,0.6798,20.8326
add_1_day_general_doctor,28.0,0.0,3,66.7333,128.24,682.22,11.4144,123.7845,0.9894,0.0794,0.9736,0.6796,22.5588
add_1_day_general_doctor,30.0,0.0,3,66.7333,128.24,682.22,11.4144,123.7845,0.9894,0.0794,0.9736,0.6796,22.5588
add_1_day_general_doctor,8.0,90.0,3,66.7633,45.1867,683.0433,26.3682,40.9335,0.8057,0.9906,0.9737,0.6796,23.0617
add_1_day_general_doctor,4.0,110.0,3,66.77,41.81,689.92,30.0703,21.843,0.5759,0.9941,0.9739,0.6796,23.0811
add_1_day_general_doctor,24.0,0.0,3,66.8,129.2267,673.52,11.723,123.7588,0.9896,0.0724,0.9739,0.6797,22.8724
add_1_day_general_doctor,10.0,60.0,3,66.9867,69.5067,666.63,24.2575,69.6612,0.8757,0.9522,0.9741,0.6804,21.717
add_1_day_general_doctor,12.0,70.0,3,67.0867,59.6633,677.24,22.4129,59.7197,0.913,0.9696,0.9731,0.6796,22.4031
add_1_day_general_doctor,18.0,10.0,3,67.35,119.1267,668.19,16.3628,115.0051,0.9775,0.7084,0.9737,0.6798,23.4818
add_1_day_general_doctor,22.0,0.0,3,67.41,128.42,653.4033,12.8835,123.5893,0.988,0.0829,0.9737,0.6804,21.1
add_1_day_general_doctor,12.0,60.0,3,67.5233,69.3833,677.2967,22.3598,69.4322,0.914,0.9592,0.9745,0.6801,21.4215
add_1_day_general_doctor,16.0,40.0,3,67.54,90.23,685.3533,18.4452,89.2456,0.9644,0.9114,0.9737,0.6798,21.6994
add_1_day_general_doctor,0.0,120.0,3,67.5567,45.3533,680.9367,34.0846,18.1455,0.0512,0.9941,0.9738,0.6799,20.7013
add_1_day_general_doctor,4.0,100.0,3,67.6767,42.7267,670.76,29.9541,31.2637,0.5738,0.993,0.9742,0.6805,20.2538
add_1_day_general_doctor,20.0,20.0,3,67.7367,109.53,677.77,14.7071,106.2257,0.982,0.8403,0.9739,0.6797,22.5099
add_1_day_general_doctor,14.0,40.0,3,68.0267,90.0367,675.2233,20.2816,88.784,0.9471,0.9033,0.9743,0.68,21.0734
add_1_day_general_doctor,4.0,90.0,3,68.0333,45.9633,681.02,29.9123,41.2356,0.5742,0.9883,0.9743,0.6803,23.2614
add_1_day_general_doctor,10.0,50.0,3,68.1,79.63,673.7,24.3,79.4172,0.8729,0.9359,0.974,0.6802,21.9854
add_1_day_general_doctor,2.0,100.0,3,68.11,44.9833,668.16,32.0362,31.4032,0.3642,0.9894,0.9746,0.6806,21.7164
add_1_day_general_doctor,22.0,10.0,3,68.2067,119.5867,667.5233,13.0493,115.009,0.9871,0.7037,0.9737,0.6798,23.6552
add_1_day_general_doctor,16.0,20.0,3,68.31,110.0467,664.9167,18.2398,106.6309,0.9687,0.8227,0.9747,0.6806,21.9446
add_1_day_general_doctor,10.0,70.0,3,68.4267,59.63,674.08,24.1829,59.6681,0.8789,0.972,0.974,0.6803,21.9321
add_1_day_general_doctor,26.0,0.0,3,68.52,128.4333,676.89,11.4653,123.4113,0.9906,0.0806,0.9735,0.6797,23.4231
add_1_day_general_doctor,20.0,10.0,3,68.6733,119.1667,672.0333,14.6039,114.8388,0.9845,0.712,0.9741,0.6801,22.7683
add_1_day_general_doctor,12.0,40.0,3,68.6867,89.8833,683.6533,22.383,89.0635,0.9112,0.8997,0.9739,0.6799,22.6751
add_1_day_general_doctor,12.0,50.0,3,68.6867,79.9467,679.1067,22.3486,79.7078,0.9148,0.9347,0.974,0.6799,22.1336
add_1_day_general_doctor,8.0,40.0,3,68.73,91.2,674.9067,26.124,89.9352,0.8152,0.8998,0.974,0.6799,18.1513
add_1_day_general_doctor,12.0,30.0,3,68.7633,100.8733,668.6733,22.346,98.4458,0.9187,0.8706,0.9741,0.68,22.2
add_1_day_general_doctor,6.0,90.0,3,68.9333,46.3467,681.8367,28.321,41.1024,0.7049,0.9836,0.9736,0.6798,21.784
add_1_day_general_doctor,16.0,0.0,3,68.99,129.0367,658.62,18.5468,123.1924,0.9632,0.0957,0.9746,0.6805,20.6069
add_1_day_general_doctor,8.0,80.0,3,69.1033,52.4667,690.47,26.2148,50.4262,0.8144,0.979,0.9735,0.6794,24.9701
add_1_day_general_doctor,14.0,0.0,3,69.31,129.51,665.4267,20.3377,124.6169,0.9509,0.084,0.9742,0.6804,20.7438
add_1_day_general_doctor,2.0,80.0,3,69.4,52.9833,668.3167,31.7506,50.9939,0.3752,0.9766,0.9751,0.6806,21.9557
add_1_day_general_doctor,12.0,20.0,3,69.44,109.93,675.9933,22.1756,106.849,0.9295,0.824,0.9739,0.6799,23.0261
add_1_day_general_doctor,0.0,110.0,3,69.67,46.4467,678.3767,34.004,21.6431,0.054,0.9941,0.9741,0.6796,21.0639
add_1_day_general_doctor,0.0,90.0,3,69.6967,49.4133,673.8433,33.9747,40.7325,0.0584,0.9871,0.9749,0.6806,21.8261
add_1_day_general_doctor,14.0,10.0,3,69.7267,119.3167,669.85,20.3076,114.3393,0.9511,0.7131,0.9747,0.6804,22.151
add_1_day_general_doctor,8.0,60.0,3,69.87,69.3233,666.4867,26.0926,69.2787,0.812,0.9556,0.9746,0.6807,21.9227
add_1_day_general_doctor,0.0,100.0,3,69.9133,46.5667,659.6267,33.7071,30.8054,0.0679,0.993,0.9738,0.6803,20.6568
add_1_day_general_doctor,4.0,80.0,3,69.9333,52.2067,678.7633,29.9577,50.5123,0.5853,0.9754,0.9739,0.6799,22.2793
add_1_day_general_doctor,6.0,70.0,3,69.96,60.23,670.1967,28.1088,59.6757,0.7033,0.9673,0.9736,0.6798,20.2178
add_1_day_general_doctor,8.0,50.0,3,69.97,79.9333,668.9133,26.116,79.4677,0.8089,0.9405,0.9745,0.6803,22.4297
add_1_day_general_doctor,18.0,0.0,3,69.9767,129.4067,668.97,16.7062,123.7723,0.9752,0.0887,0.9738,0.6799,22.8399
add_1_day_general_doctor,2.0,90.0,3,70.0333,47.0533,685.22,32.06,40.9665,0.36,0.9848,0.9736,0.6797,22.3384
add_1_day_general_doctor,4.0,70.0,3,70.1333,60.4033,663.27,29.9053,59.6834,0.5808,0.972,0.9731,0.6799,21.9464
add_1_day_general_doctor,6.0,50.0,3,70.17,79.3233,653.3767,28.1737,79.5131,0.7113,0.9324,0.974,0.6808,22.588
add_1_day_general_doctor,6.0,80.0,3,70.5233,52.06,675.88,28.3201,50.2314,0.7002,0.9801,0.9732,0.6795,22.803
add_1_day_general_doctor,14.0,20.0,3,70.82,110.66,667.54,20.4134,106.8186,0.946,0.8263,0.9739,0.6802,22.0066
add_1_day_general_doctor,8.0,30.0,3,70.85,99.8633,665.6733,26.0495,98.3512,0.8195,0.8717,0.9738,0.68,23.119
add_1_day_general_doctor,12.0,10.0,3,70.8667,120.0633,660.0367,22.0248,115.6682,0.9328,0.6957,0.9743,0.6805,23.466
add_1_day_general_doctor,0.0,80.0,3,71.0767,55.1233,671.7233,33.8052,50.6885,0.0681,0.9813,0.9744,0.6801,21.22
add_1_day_general_doctor,4.0,60.0,3,71.2433,69.96,662.4933,30.0006,69.8494,0.5766,0.9545,0.9738,0.6804,22.5351
add_1_day_general_doctor,16.0,10.0,3,71.34,119.7233,674.44,18.3773,115.6766,0.9676,0.7015,0.9736,0.6793,22.7154
add_1_day_general_doctor,6.0,40.0,3,71.8633,90.34,664.9167,27.9026,89.2747,0.7292,0.9043,0.9737,0.6796,23.1175
add_1_day_general_doctor,10.0,30.0,3,72.08,101.13,669.9667,24.131,98.9072,0.8817,0.8624,0.9737,0.6799,22.5118
add_1_day_general_doctor,6.0,60.0,3,72.1767,69.2767,670.1767,28.1283,69.4241,0.7138,0.9661,0.974,0.6797,22.4889
add_1_day_general_doctor,2.0,70.0,3,72.31,60.7267,670.82,31.9693,59.4023,0.3611,0.9731,0.9734,0.6797,22.4458
add_1_day_general_doctor,10.0,20.0,3,72.4667,110.49,669.17,23.9983,107.2348,0.8958,0.8204,0.9742,0.6799,21.3311
add_1_day_general_doctor,0.0,70.0,3,72.56,62.3967,661.9067,33.6518,60.2322,0.0699,0.972,0.974,0.6806,22.5959
add_1_day_general_doctor,4.0,50.0,3,72.8833,80.6067,658.8867,29.9104,80.5248,0.5759,0.9265,0.974,0.6802,21.8117
add_1_day_general_doctor,10.0,40.0,3,72.9133,90.0167,677.2033,24.2049,89.82,0.8778,0.8997,0.9735,0.6796,22.8283
add_1_day_general_doctor,0.0,60.0,3,72.95,69.7967,657.6033,33.6251,69.7992,0.0757,0.9521,0.9741,0.6803,22.3455
add_1_day_general_doctor,4.0,40.0,3,73.05,91.0633,666.12,29.9539,90.0375,0.5745,0.8998,0.9732,0.6793,21.9734
add_1_day_general_doctor,8.0,10.0,3,73.21,120.4067,657.15,26.0364,116.1997,0.8134,0.6886,0.9738,0.6799,23.1715
add_1_day_general_doctor,12.0,0.0,3,73.6233,129.9767,677.5967,22.1726,125.1066,0.9244,0.0724,0.974,0.6796,23.4678
add_1_day_general_doctor,2.0,60.0,3,73.63,69.3933,664.1933,31.9131,69.5793,0.3685,0.9568,0.974,0.6799,22.3734
add_1_day_general_doctor,10.0,10.0,3,73.8167,120.12,666.93,24.232,116.4395,0.8751,0.6967,0.9738,0.6796,22.8399
add_1_day_general_doctor,2.0,40.0,3,73.9533,90.0267,665.8667,31.7735,89.4968,0.3703,0.8997,0.9745,0.6802,22.5667
add_1_day_general_doctor,4.0,30.0,3,73.9767,100.5933,655.79,29.7879,99.0823,0.5901,0.8543,0.974,0.6801,22.366
add_1_day_general_doctor,2.0,50.0,3,74.0133,80.4367,664.08,31.6371,79.7987,0.3853,0.9323,0.9744,0.6798,21.9695
add_1_day_general_doctor,6.0,20.0,3,74.26,110.3567,663.2833,27.8035,107.5446,0.7266,0.8099,0.9741,0.68,23.0166
add_1_day_general_doctor,10.0,0.0,3,74.32,129.8833,650.5467,24.0573,125.3795,0.8846,0.0747,0.9738,0.6801,22.0972
add_1_day_general_doctor,6.0,30.0,3,74.6633,101.3967,657.6767,27.9977,99.5197,0.7236,0.8613,0.9737,0.6801,22.4297
add_1_day_general_doctor,2.0,30.0,3,74.8833,101.04,640.9367,31.6006,98.5047,0.3695,0.8624,0.9743,0.6808,22.4677
add_1_day_general_doctor,6.0,10.0,3,75.2033,120.0267,655.2367,27.8157,116.3977,0.7241,0.6909,0.9742,0.6801,23.2635
add_1_day_general_doctor,0.0,30.0,3,75.21,99.7233,664.8833,33.4715,98.5572,0.081,0.86,0.9738,0.6798,17.981
add_1_day_general_doctor,8.0,20.0,3,75.52,110.9433,663.0267,25.9347,108.0153,0.8304,0.8181,0.9741,0.6797,22.165
add_1_day_general_doctor,4.0,20.0,3,75.5567,110.85,653.5467,29.7527,107.6766,0.5836,0.8017,0.9743,0.6806,23.0478
add_1_day_general_doctor,0.0,50.0,3,75.8033,78.9733,662.7267,33.4875,79.9933,0.0732,0.9288,0.9745,0.6804,22.866
add_1_day_general_doctor,0.0,40.0,3,75.83,89.0167,656.1967,33.5614,89.4162,0.0705,0.8985,0.974,0.6801,22.6
add_1_day_general_doctor,8.0,0.0,3,76.42,129.41,654.68,26.0053,124.9835,0.8162,0.0818,0.9731,0.6798,22.5881
add_1_day_general_doctor,2.0,20.0,3,76.8533,110.5533,658.3867,31.6797,108.7151,0.3889,0.7959,0.9734,0.6795,23.2874
add_1_day_general_doctor,0.0,20.0,3,76.9833,109.3733,642.9367,33.3516,107.7568,0.0783,0.81,0.974,0.6802,22.7282
add_1_day_general_doctor,0.0,10.0,3,77.5233,120.7733,652.1733,33.5226,117.579,0.0783,0.6828,0.9741,0.6801,19.8015
add_1_day_general_doctor,4.0,0.0,3,77.5767,129.6133,655.65,29.5471,125.0371,0.5977,0.0876,0.9744,0.6801,23.1728
add_1_day_general_doctor,6.0,0.0,3,77.9567,131.0733,648.3967,27.7746,126.1231,0.7307,0.0817,0.9736,0.6797,22.4479
add_1_day_general_doctor,2.0,0.0,3,77.9633,130.0367,647.9933,31.3942,125.2994,0.3816,0.0806,0.9747,0.6805,22.8958
add_1_day_general_doctor,4.0,10.0,3,78.0967,120.4333,658.1733,29.705,116.4089,0.5814,0.6875,0.974,0.6798,22.0268
add_1_day_general_doctor,2.0,10.0,3,80.0933,120.56,644.12,31.5841,117.1958,0.3673,0.6898,0.9735,0.68,23.0139
add_1_day_general_doctor,0.0,0.0,3,80.13,130.05,641.0667,33.3245,124.9708,0.0845,0.0946,0.9742,0.6802,22.8026
add_1_night_doctor,28.0,120.0,3,71.5333,33.9833,1128.5967,13.0689,26.3635,0.9826,0.9872,0.9724,0.6602,11.4108
add_1_night_doctor,30.0,120.0,3,71.5333,33.9833,1128.5967,13.0689,26.3635,0.9826,0.9872,0.9724,0.6602,11.4108
add_1_night_doctor,22.0,120.0,3,72.0833,35.9767,1134.5633,14.9528,26.8437,0.9694,0.9907,0.9723,0.6598,13.0047
add_1_night_doctor,26.0,100.0,3,72.33,42.8,1132.0333,13.0902,38.9957,0.9844,0.9836,0.9727,0.66,13.2604
add_1_night_doctor,28.0,100.0,3,72.42,41.8933,1133.1967,13.1381,39.117,0.9837,0.9801,0.9725,0.6595,13.0681
add_1_night_doctor,30.0,100.0,3,72.42,41.8933,1133.1967,13.1381,39.117,0.9837,0.9801,0.9725,0.6595,13.0681
add_1_night_doctor,26.0,120.0,3,72.64,34.5767,1122.2933,13.3341,26.5965,0.9791,0.9895,0.9726,0.6603,10.0008
add_1_night_doctor,28.0,110.0,3,73.0767,36.7333,1132.5967,13.1834,29.9832,0.9782,0.9837,0.9722,0.6593,10.0636
add_1_night_doctor,30.0,110.0,3,73.0767,36.7333,1132.5967,13.1834,29.9832,0.9782,0.9837,0.9722,0.6593,10.0636
add_1_night_doctor,26.0,110.0,3,73.1067,36.49,1132.5933,13.3104,29.4165,0.9761,0.986,0.9724,0.6594,10.19
add_1_night_doctor,24.0,110.0,3,73.2867,35.5567,1131.6233,13.4644,30.2528,0.9793,0.9837,0.9726,0.6597,9.9274
add_1_night_doctor,20.0,110.0,3,73.3933,38.24,1134.59,16.4685,29.5305,0.9584,0.9872,0.9727,0.6599,13.1397
add_1_night_doctor,20.0,120.0,3,73.8733,35.7733,1132.0933,16.3631,26.944,0.9651,0.9871,0.9725,0.6597,11.5715
add_1_night_doctor,22.0,110.0,3,74.0567,36.8567,1124.3067,14.7081,30.2935,0.9708,0.986,0.9717,0.6595,9.9993
add_1_night_doctor,22.0,100.0,3,74.1333,41.9533,1115.9967,14.5878,39.0225,0.9757,0.9825,0.9725,0.6604,11.5543
add_1_night_doctor,24.0,100.0,3,74.32,42.0767,1124.4333,13.4288,38.5183,0.9818,0.9848,0.972,0.6593,9.9667
add_1_night_doctor,22.0,90.0,3,75.3267,49.27,1124.62,14.6534,47.5443,0.9715,0.9743,0.9723,0.6598,11.7772
add_1_night_doctor,24.0,120.0,3,75.5833,34.0867,1130.8067,13.6438,26.5384,0.9747,0.9884,0.9722,0.6594,5.2216
add_1_night_doctor,22.0,80.0,3,75.59,59.2,1115.2,14.5376,56.916,0.9749,0.9685,0.9724,0.6598,13.1047
add_1_night_doctor,24.0,70.0,3,76.0167,70.13,1121.1267,13.3068,66.37,0.9784,0.9498,0.9726,0.6598,13.2648
add_1_night_doctor,26.0,90.0,3,76.1067,49.1667,1124.3467,13.1595,46.9811,0.9782,0.9743,0.9723,0.6595,8.5467
add_1_night_doctor,28.0,90.0,3,76.1233,50.1633,1125.5533,13.0169,47.6598,0.9821,0.9743,0.9716,0.6592,8.6306
add_1_night_doctor,30.0,90.0,3,76.1233,50.1633,1125.5533,13.0169,47.6598,0.9821,0.9743,0.9716,0.6592,8.6306
add_1_night_doctor,24.0,90.0,3,76.2733,49.23,1129.7,13.2975,47.5759,0.9821,0.9708,0.972,0.6593,8.693
add_1_night_doctor,26.0,80.0,3,76.3767,57.77,1131.29,13.0475,56.3547,0.9809,0.9661,0.9726,0.6595,10.158
add_1_night_doctor,20.0,90.0,3,76.5967,51.9367,1121.54,16.4284,48.2983,0.9593,0.9731,0.972,0.6595,11.59
add_1_night_doctor,24.0,80.0,3,76.6533,57.9867,1123.06,13.4296,57.0614,0.9818,0.9615,0.9721,0.6598,10.3402
add_1_night_doctor,18.0,100.0,3,76.7067,44.6167,1125.0,18.3531,39.4449,0.9419,0.9813,0.9725,0.6601,11.2583
add_1_night_doctor,28.0,70.0,3,76.7567,67.8133,1113.2733,13.0907,66.4171,0.9804,0.9463,0.972,0.6598,11.7667
add_1_night_doctor,30.0,70.0,3,76.7567,67.8133,1113.2733,13.0907,66.4171,0.9804,0.9463,0.972,0.6598,11.7667
add_1_night_doctor,26.0,70.0,3,76.7833,68.72,1120.9833,13.0376,66.6719,0.9801,0.9393,0.9722,0.6595,11.8594
add_1_night_doctor,16.0,100.0,3,76.8467,43.3933,1113.4367,20.0735,38.9545,0.925,0.9778,0.9723,0.6601,13.1708
add_1_night_doctor,16.0,110.0,3,76.9,40.1567,1130.2633,20.4398,30.0393,0.9107,0.9848,0.9719,0.6596,11.3886
add_1_night_doctor,18.0,110.0,3,77.2067,37.6967,1124.14,18.2977,29.4762,0.9462,0.9871,0.9723,0.6596,8.2577
add_1_night_doctor,28.0,80.0,3,77.2533,59.13,1133.8067,12.9955,56.6477,0.9809,0.9638,0.9723,0.6593,8.5597
add_1_night_doctor,30.0,80.0,3,77.2533,59.13,1133.8067,12.9955,56.6477,0.9809,0.9638,0.9723,0.6593,8.5597
add_1_night_doctor,24.0,60.0,3,77.2767,78.31,1119.01,13.4066,75.7435,0.9809,0.9277,0.9727,0.6598,13.1719
add_1_night_doctor,20.0,100.0,3,77.3267,43.6467,1128.7567,16.3579,39.9757,0.9652,0.9743,0.9719,0.6594,8.585
add_1_night_doctor,14.0,120.0,3,77.67,40.36,1115.92,22.2661,27.097,0.8823,0.9848,0.9727,0.66,11.3227
add_1_night_doctor,20.0,80.0,3,77.77,59.4033,1114.9333,16.4947,57.0814,0.9616,0.9614,0.9725,0.6599,11.8135
add_1_night_doctor,28.0,60.0,3,77.8033,79.0,1108.48,12.8701,76.1454,0.9839,0.9299,0.9723,0.6601,11.8164
add_1_night_doctor,30.0,60.0,3,77.8033,79.0,1108.48,12.8701,76.1454,0.9839,0.9299,0.9723,0.6601,11.8164
add_1_night_doctor,26.0,60.0,3,77.8967,78.6367,1111.37,12.9604,76.5235,0.9855,0.9194,0.9726,0.6602,11.8977
add_1_night_doctor,16.0,120.0,3,78.09,38.2533,1123.9667,20.3351,26.2968,0.9168,0.9883,0.9725,0.66,8.4332
add_1_night_doctor,14.0,110.0,3,78.1833,41.5267,1123.0233,22.1721,30.9574,0.8863,0.9848,0.9724,0.6595,11.225
add_1_night_doctor,22.0,70.0,3,78.58,70.8967,1113.83,14.4483,66.9951,0.9765,0.9416,0.9723,0.6599,10.2197
add_1_night_doctor,12.0,120.0,3,78.7533,40.64,1119.7733,23.9208,26.6939,0.8514,0.9895,0.9719,0.6595,11.482
add_1_night_doctor,18.0,90.0,3,78.7633,51.1867,1128.3167,18.3505,47.9522,0.9412,0.9731,0.9725,0.6596,10.2197
add_1_night_doctor,18.0,120.0,3,78.8067,37.0533,1132.68,18.4851,26.7516,0.943,0.9871,0.9727,0.6596,5.3752
add_1_night_doctor,24.0,50.0,3,79.1833,88.3533,1111.3567,13.1732,85.397,0.9834,0.8974,0.9721,0.6598,11.6797
